"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"BFC","2020-07-16","95","103","93","101","5.21","4948"
"BFC","2020-07-15","89","96","89","96","9.09","865"
"BFC","2020-07-14","88","88","88","88","-1.12","100"
"BFC","2020-07-13","89","92","89","89","-1.11","5727"
"BFC","2020-07-12","87","91","87","90","2.27","3014"
"BFC","2020-07-09","88","89","87","88","-1.12","1775"
"BFC","2020-07-08","86","89","86","89","2.30","417"
"BFC","2020-07-07","85","88","85","87","1.16","2107"
"BFC","2020-07-06","87","87","86","86","-2.27","1180"
"BFC","2020-07-05","85","89","85","88","2.33","2894"
"BFC","2020-07-02","87","87","86","86","-1.15","505"
"BFC","2020-07-01","87","87","87","87","1.16","200"
"BFC","2020-06-30","87","87","86","86","-2.27","120"
"BFC","2020-06-29","90","90","87","88","-3.30","5238"
"BFC","2020-05-13","92","92","91","91","-2.15","120"
"BFC","2020-05-12","94","94","93","93","-2.11","20"
"BFC","2020-03-22","95","95","95","95","-1.04","50"
"BFC","2020-03-19","95","96","94","96","0.00","5069"
"BFC","2020-03-18","95","96","94","96","0.00","5496"
"BFC","2020-03-17","96","98","96","96","-1.03","4894"
"BFC","2020-03-16","98","100","97","97","-3.00","4682"
"BFC","2020-03-15","99","102","99","100","-0.99","4612"
"BFC","2020-03-12","104","106","100","101","-1.94","21611"
"BFC","2020-03-11","102","104","98","103","3.00","4383"
"BFC","2020-03-10","102","102","100","100","-3.85","225"
"BFC","2020-03-05","104","110","101","104","0.00","5690"
"BFC","2020-03-04","105","106","104","104","-0.95","4446"
"BFC","2020-03-03","106","108","104","105","-0.94","14160"
"BFC","2020-03-02","107","108","106","106","-2.75","3535"
"BFC","2020-03-01","110","112","107","109","-0.91","13627"
"BFC","2020-02-27","113","114","109","110","-1.79","10855"
"BFC","2020-02-26","110","114","110","112","1.82","32430"
"BFC","2020-02-25","108","114","108","110","1.85","13710"
"BFC","2020-02-24","109","111","108","108","-0.92","1532"
"BFC","2020-02-23","111","111","107","109","0.00","5908"
"BFC","2020-02-20","110","113","107","109","-0.91","12137"
"BFC","2020-02-19","109","116","109","110","0.92","3978"
"BFC","2020-02-18","111","116","106","109","0.00","22390"
"BFC","2020-02-17","103","115","103","109","3.81","23172"
"BFC","2020-02-16","105","111","102","107","2.88","10154"
"BFC","2020-02-13","107","107","104","104","-0.95","5080"
"BFC","2020-02-12","106","110","105","105","0.00","20177"
"BFC","2020-02-11","102","105","102","105","5.00","6006"
"BFC","2020-02-10","100","101","99","100","0.00","13508"
"BFC","2020-02-09","106","106","100","100","-3.85","16052"
"BFC","2020-02-06","98","104","98","104","4.00","14041"
"BFC","2020-02-05","99","100","97","100","1.01","14934"
"BFC","2020-02-04","101","102","99","99","-1.98","3996"
"BFC","2020-02-03","98","101","98","101","1.00","1241"
"BFC","2020-02-02","98","102","96","100","2.04","7812"
"BFC","2020-01-30","95","101","95","100","4.17","9966"
"BFC","2020-01-29","98","99","96","96","-3.03","3928"
"BFC","2020-01-28","99","100","99","99","1.02","3727"
